event_type,date_from,date_to,origin,destination,num_adults,num_children,look_on,days_before_plan,trip_duration,distance
search,24/08/17,07/09/17,BER,BCN,6,3,21/04/17,125,14,1511.772392
search,23/04/17,05/05/17,BCN,ALG,1,0,22/04/17,1,12,520.7194623
search,24/04/17,28/04/17,HAM,LIS,3,3,21/04/17,3,4,2198.05822
book,17/05/17,20/05/17,VIE,DUS,1,0,21/04/17,26,3,768.8327305
search,23/06/17,27/06/17,LYS,MOW,1,0,21/04/17,63,4,2519.534709
search,02/08/17,04/08/17,CGN,BER,6,0,21/04/17,103,2,478.5795164
search,13/05/17,19/05/17,CDG,LIS,1,0,21/04/17,22,6,1470.062235
search,04/05/17,05/05/17,HAM,VIE,3,0,21/04/17,13,1,749.8505842
search,25/06/17,30/06/17,BER,AGP,2,0,21/04/17,65,5,2249.160547
search,01/06/17,07/06/17,PAR,NYC,6,1,21/04/17,41,6,5837.819962
book,21/05/17,24/05/17,BER,BUD,2,0,21/04/17,30,3,687.6223277
book,28/09/17,13/10/17,HAM,MUC,2,1,21/04/17,160,15,600.4217954
search,23/04/17,05/05/17,BCN,ALG,1,0,22/04/17,1,12,520.7194623
book,23/10/17,22/11/17,MUC,EZE,1,0,21/04/17,185,30,11571.46034
search,12/05/17,26/05/17,BER,MIA,1,1,21/04/17,21,14,8000.091261
search,05/05/17,05/05/17,BER,MOW,1,0,21/04/17,14,0,1613.656967
book,01/06/17,22/06/17,MUC,SYD,1,0,21/04/17,41,21,16309.0279
search,24/08/17,07/09/17,BER,BCN,6,3,21/04/17,125,14,1511.772392
search,17/05/17,20/05/17,HAM,LON,2,0,21/04/17,26,3,725.6551971
book,11/05/17,11/05/17,PAR,OPO,1,0,21/04/17,20,0,1208.054213
book,17/05/17,17/05/17,STR,HAM,1,0,21/04/17,26,0,552.0490359
search,15/11/17,20/11/17,DUS,MRS,1,0,21/04/17,208,5,893.4620083
book,16/07/17,16/07/17,CHI,BER,1,0,22/04/17,85,0,7087.160306
search,18/05/17,19/05/17,MRS,ORY,4,0,21/04/17,27,1,647.1232854
book,18/05/17,18/05/17,CHC,SIN,2,0,21/04/17,27,0,8403.407503
search,01/06/17,22/06/17,MUC,SYD,1,0,21/04/17,41,21,16309.0279
search,13/12/17,16/12/17,BER,ATH,2,0,29/04/17,228,3,1814.513556
search,06/05/17,06/05/17,DLC,BJS,1,0,30/04/17,6,0,453.5303423
search,02/05/17,03/05/17,BER,IST,1,0,30/04/17,2,1,1736.01118
search,16/05/17,21/05/17,MUC,PAR,2,0,29/04/17,17,5,695.937344
search,15/06/17,15/06/17,BER,OPO,2,0,21/04/17,55,0,2080.83523
search,02/08/17,04/08/17,CGN,BER,7,0,21/04/17,103,2,478.5795164
search,17/05/17,02/06/17,LON,HAM,1,0,21/04/17,26,16,725.6551971
search,28/04/17,28/04/17,VIE,BER,1,0,21/04/17,7,0,523.1100553
book,06/05/17,15/05/17,HAM,BCN,4,0,21/04/17,15,9,1492.228532
search,26/06/17,28/06/17,MUC,BER,1,0,21/04/17,66,2,477.6345068
search,22/04/17,27/04/17,LYS,ALG,1,0,21/04/17,1,5,1016.245828
search,05/09/17,05/09/17,MUC,EDI,2,0,21/04/17,137,0,1321.857105
search,29/08/17,08/09/17,TXL,PAR,2,1,21/04/17,130,10,872.6373379
search,16/05/17,28/05/17,MAD,BER,2,0,22/04/17,24,12,1856.007968
search,29/08/17,08/09/17,TXL,PAR,2,1,21/04/17,130,10,872.6373379
book,11/08/17,30/08/17,HAM,FRA,1,0,21/04/17,112,19,411.0813938
book,27/05/17,03/08/17,CDG,SGN,1,0,21/04/17,36,68,10103.34155
search,16/05/17,23/05/17,FRA,AGP,4,0,22/04/17,24,7,1817.757079
search,12/10/17,12/10/17,PRG,CPH,3,1,21/04/17,174,0,626.1055791
book,22/04/17,22/04/17,BER,VIE,2,0,21/04/17,1,0,523.1100553
search,28/04/17,28/04/17,PAR,LIS,1,0,21/04/17,7,0,1447.103771
search,03/07/17,07/07/17,FRA,PAR,2,0,21/04/17,73,4,467.8934024
search,30/03/18,01/04/18,MUC,HAM,2,0,21/04/17,343,2,600.4217954
search,08/06/17,08/06/17,BCN,NCE,1,0,21/04/17,48,0,502.1009653
search,28/09/17,13/10/17,HAM,MUC,2,1,21/04/17,160,15,600.4217954
search,23/04/17,24/04/17,DUS,BER,1,0,21/04/17,2,1,475.7855288
search,26/04/17,01/05/17,FRA,IST,1,0,21/04/17,5,5,1869.824665
search,10/05/17,16/05/17,BER,AYT,1,0,21/04/17,19,6,2196.956894
search,26/06/17,01/07/17,STR,HAM,2,0,21/04/17,66,5,552.0490359
search,17/10/17,17/10/17,MUC,IZM,1,0,21/04/17,179,0,1655.911896
search,05/09/17,05/09/17,MUC,EDI,2,0,21/04/17,137,0,1321.857105
search,05/07/17,10/07/17,DUS,LIS,4,0,21/04/17,75,5,1861.509968
search,10/05/17,16/05/17,CDG,LIS,1,0,21/04/17,19,6,1470.062235
book,09/05/17,22/05/17,MUC,MSY,1,0,22/04/17,17,13,8367.427755
search,18/05/17,21/05/17,DUS,BCN,2,0,21/04/17,27,3,1166.14992
search,05/06/17,17/06/17,DUS,ALC,2,0,21/04/17,45,12,1545.45814
search,18/05/17,20/05/17,PAR,VCE,2,0,22/04/17,26,2,841.0907899
search,26/06/17,26/06/17,DUS,IST,4,0,21/04/17,66,0,2042.454111
book,14/06/17,23/06/17,WAW,MUC,1,0,22/04/17,53,9,777.75837
search,09/06/17,15/06/17,PAR,HOU,3,1,21/04/17,49,6,8089.216734
search,08/07/17,11/07/17,PAR,AMS,1,0,21/04/17,78,3,430.4238537
search,23/04/17,23/04/17,CGN,ANK,1,0,21/04/17,2,0,2344.644198
search,03/07/17,07/07/17,FRA,PAR,2,0,21/04/17,73,4,467.8934024
search,28/04/17,01/05/17,BER,PAR,2,0,21/04/17,7,3,878.2979898
book,22/04/17,22/04/17,STR,ANK,2,0,22/04/17,0,0,2107.441361
search,26/04/17,30/04/17,HAM,MXP,3,0,22/04/17,4,4,894.2104501
search,23/04/17,05/05/17,BCN,ALG,1,0,22/04/17,1,12,520.7194623
search,03/05/17,07/05/17,MUC,BER,1,0,21/04/17,12,4,477.6345068
search,12/05/17,21/05/17,BER,IST,2,0,22/04/17,20,9,1736.01118
book,07/02/18,01/03/18,ZRH,RGN,3,0,21/04/17,292,22,8464.665992
book,08/08/17,12/08/17,DUS,HEL,2,0,21/04/17,109,4,1508.459856
search,10/05/17,10/05/17,DUS,PRG,1,0,22/04/17,18,0,554.6738043
search,17/07/17,19/07/17,HAM,BRU,1,0,26/04/17,82,2,482.2074688
search,13/05/17,21/05/17,TXL,FRA,1,0,26/04/17,17,8,431.882812
search,26/04/17,28/04/17,BER,STO,1,0,26/04/17,0,2,810.7215836
search,30/09/17,09/10/17,HAM,LIS,1,0,26/04/17,157,9,2198.05822
search,03/05/17,05/05/17,STR,BER,2,0,27/04/17,6,2,519.0756639
search,14/06/17,17/06/17,STR,AMS,1,0,26/04/17,49,3,509.9539343
book,05/07/17,08/07/17,HAM,LON,1,0,26/04/17,70,3,725.6551971
search,06/07/17,11/07/17,ORY,PMI,1,0,27/04/17,70,5,1018.806147
search,14/05/17,14/05/17,BER,SJO,1,0,27/04/17,17,0,9636.530521
book,02/06/17,03/06/17,TLS,PAR,1,0,26/04/17,37,1,585.3951211
search,09/06/17,09/06/17,MAN,HAM,1,0,26/04/17,44,0,810.6752939
search,01/05/17,01/05/17,AKL,FRA,1,0,26/04/17,5,0,18181.91296
search,13/08/17,13/08/17,FRA,OTP,1,1,27/04/17,108,0,1451.079428
book,01/05/17,03/05/17,DUS,BER,1,0,26/04/17,5,2,475.7855288
book,02/08/17,06/08/17,BER,LIS,2,0,26/04/17,98,4,2307.615646
search,13/05/17,21/05/17,TXL,FRA,1,0,26/04/17,17,8,431.882812
search,01/10/17,08/10/17,HAM,LIS,1,0,26/04/17,158,7,2198.05822
search,03/05/17,03/05/17,BER,ORY,1,0,26/04/17,7,0,884.7935896
search,05/06/17,05/06/17,HAM,MUC,1,0,26/04/17,40,0,600.4217954
search,28/04/17,02/05/17,HAM,WAW,1,0,26/04/17,2,4,753.3276388
book,19/10/17,23/10/17,SXF,LGW,5,0,26/04/17,176,4,950.9258361
search,19/10/17,23/10/17,SXF,LGW,5,0,26/04/17,176,4,950.9258361
search,28/06/17,30/06/17,MUC,AMS,2,0,26/04/17,63,2,662.3415476
search,17/05/17,20/05/17,MUC,CPH,1,0,26/04/17,21,3,810.56224
search,01/07/17,11/07/17,BER,ATH,2,0,26/04/17,66,10,1814.513556
search,13/05/17,21/05/17,TXL,FRA,1,0,26/04/17,17,8,431.882812
search,01/09/17,27/09/17,FRA,ICN,1,0,26/04/17,128,26,8543.951479
search,04/05/17,12/05/17,MXP,PAR,2,0,26/04/17,8,8,599.2108072
search,06/08/17,10/08/17,MUC,LIS,2,0,27/04/17,101,4,1984.060241
search,02/05/17,02/05/17,CMN,RUH,1,0,27/04/17,5,0,5295.15917
book,26/05/17,30/05/17,LYS,LON,1,1,26/04/17,30,4,748.6578648
search,28/04/17,01/05/17,BER,BCN,1,0,26/04/17,2,3,1511.772392
search,08/06/17,15/06/17,LYS,DXB,1,0,26/04/17,43,7,4986.816814
search,28/04/17,02/05/17,HAM,ATH,1,0,26/04/17,2,4,2044.579359
book,18/05/17,24/05/17,FRA,REK,2,1,27/04/17,21,6,2378.565767
search,12/05/17,12/05/17,HKT,BKK,2,0,27/04/17,15,0,694.0904177
search,04/05/17,06/05/17,STR,MAN,2,0,26/04/17,8,2,953.3586096
search,19/07/17,22/07/17,CGN,LHR,2,0,26/04/17,84,3,519.6186275
search,30/11/17,08/12/17,PRG,VCE,3,1,26/04/17,218,8,533.4530884
search,26/04/17,29/04/17,MUC,LYS,1,0,26/04/17,0,3,585.0536243
search,26/04/17,29/04/17,MUC,LYS,1,0,26/04/17,0,3,585.0536243
search,21/06/17,27/06/17,FRA,ALC,4,0,27/04/17,55,6,1483.784046
search,02/05/17,04/05/17,BER,BCN,1,0,27/04/17,5,2,1511.772392
search,01/05/17,01/05/17,STR,TXL,1,0,26/04/17,5,0,517.9050151
search,01/05/17,01/05/17,AKL,FRA,1,0,26/04/17,5,0,18181.91296
search,01/08/17,11/08/17,DUS,PMI,2,0,27/04/17,96,10,1340.644678
search,27/04/17,27/04/17,STR,BER,2,0,27/04/17,0,0,519.0756639
search,28/05/17,03/06/17,LON,MUC,1,1,26/04/17,32,6,923.680809
book,15/07/17,17/07/17,MUC,DUS,1,0,26/04/17,80,2,485.4706673
search,13/11/17,21/11/17,MUC,EWR,1,0,26/04/17,201,8,6504.32738
search,02/06/17,03/06/17,LYS,ALC,2,0,26/04/17,37,1,940.1681018
search,17/05/17,19/05/17,MUC,HAM,2,0,26/04/17,21,2,600.4217954
search,09/05/17,09/05/17,BKK,HAN,2,0,26/04/17,13,0,977.5591332
search,03/05/17,03/05/17,HAM,MUC,1,0,26/04/17,7,0,600.4217954
search,18/07/17,21/07/17,CGN,NCE,2,0,26/04/17,83,3,804.2990001
search,04/09/17,10/09/17,DUS,DEL,1,1,27/04/17,130,6,6238.560906
search,14/05/17,14/06/17,NCE,HKT,1,0,26/04/17,18,31,9492.742001
book,10/05/17,10/05/17,HAM,MUC,1,0,26/04/17,14,0,600.4217954
search,02/10/17,13/10/17,MUC,CPH,1,2,26/04/17,159,11,810.56224
search,02/05/17,02/05/17,CMN,RUH,1,0,27/04/17,5,0,5295.15917
search,14/05/17,17/05/17,BER,ORY,1,0,26/04/17,18,3,884.7935896
book,06/06/17,09/06/17,MUC,LHR,1,0,27/04/17,40,3,942.1995066
book,26/07/17,28/07/17,TXL,PMI,2,0,26/04/17,91,2,1657.396933
search,02/06/17,03/06/17,TLS,PAR,1,0,26/04/17,37,1,585.3951211
search,26/04/17,29/04/17,MUC,LYS,1,0,26/04/17,0,3,585.0536243
search,18/05/17,18/05/17,HAM,PMI,1,0,26/04/17,22,0,1658.78585
search,29/06/17,06/07/17,STR,STO,2,1,26/04/17,64,7,1315.112422
search,10/10/17,17/10/17,MUC,BCN,3,0,26/04/17,167,7,1094.232005
search,30/04/17,02/05/17,DUS,BER,1,0,26/04/17,4,2,475.7855288
search,10/05/17,13/05/17,MUC,HAM,1,0,26/04/17,14,3,600.4217954
search,14/05/17,18/05/17,DUS,MAD,2,0,27/04/17,17,4,1439.169722
search,14/01/18,23/01/18,BER,BKK,1,0,23/04/17,266,9,8625.375162
search,17/07/17,17/07/17,TLV,PAR,1,0,23/04/17,85,0,3291.004608
search,24/05/17,13/06/17,STR,BKK,1,0,22/04/17,32,20,8981.043368
search,15/11/17,19/11/17,DUS,ARN,4,0,22/04/17,207,4,1163.066651
search,06/09/17,08/09/17,STR,AMS,4,0,22/04/17,137,2,509.9539343
search,11/07/17,21/07/17,STR,SHA,1,0,22/04/17,80,10,8878.345873
search,29/08/17,23/09/17,AMS,NYC,3,0,23/04/17,128,25,5862.685446
search,29/05/17,02/06/17,MUC,BCN,1,0,23/04/17,36,4,1094.232005
search,30/07/17,02/08/17,FRA,WAW,1,0,22/04/17,99,3,896.9774494
search,30/04/17,06/05/17,SXF,BCN,2,0,22/04/17,8,6,1504.427594
search,16/05/17,16/05/17,CGN,BER,1,0,22/04/17,24,0,478.5795164
search,21/07/17,21/07/17,PMI,CGN,1,0,22/04/17,90,0,1306.669402
search,13/05/17,14/05/17,MUC,HAM,1,0,22/04/17,21,1,600.4217954
search,10/08/17,13/08/17,HAM,VIE,1,0,22/04/17,110,3,749.8505842
search,03/05/17,05/05/17,HAM,MUC,2,0,23/04/17,10,2,600.4217954
search,24/04/17,26/04/17,PAR,PRG,2,0,22/04/17,2,2,881.9973441
search,23/04/17,03/05/17,DUS,IST,1,0,22/04/17,1,10,2042.454111
book,13/09/17,16/09/17,DUS,WAW,2,0,22/04/17,144,3,981.4697209
search,10/06/17,13/06/17,FRA,LHR,1,0,22/04/17,49,3,653.8771201
search,11/05/17,25/05/17,BER,NYC,1,0,22/04/17,19,14,6385.76641
search,26/05/17,02/06/17,MUC,LPA,2,0,22/04/17,34,7,3254.711091
search,03/06/17,09/06/17,MUC,BOS,1,0,22/04/17,42,6,6182.065039
search,11/06/17,11/06/17,AKL,BKK,2,0,22/04/17,50,0,9548.544621
search,26/04/17,30/04/17,CGN,PMI,1,0,22/04/17,4,4,1306.669402
search,05/07/17,26/07/17,FRA,AYT,1,0,23/04/17,73,21,2291.833701
search,13/05/17,20/05/17,DUS,LPA,1,0,22/04/17,21,7,3189.538407
search,25/04/17,01/05/17,MRS,DXB,4,0,22/04/17,3,6,4924.666825
book,03/07/17,06/07/17,FRA,MAD,1,0,22/04/17,72,3,1420.805863
search,28/12/17,12/01/18,MUC,HNL,2,0,22/04/17,250,15,12200.61451
search,19/07/17,30/07/17,TXL,BKK,5,0,22/04/17,88,11,8632.943859
book,02/08/17,09/08/17,TLV,BCN,2,0,22/04/17,102,7,3081.951812
search,03/05/17,05/05/17,FRA,TXL,1,0,22/04/17,11,2,431.882812
book,19/07/17,31/07/17,TXL,BKK,5,0,22/04/17,88,12,8632.943859
search,03/07/17,06/07/17,FRA,MAD,1,0,22/04/17,72,3,1420.805863
search,10/05/17,10/05/17,CEB,MNL,2,0,22/04/17,18,0,560.786752
book,14/01/18,23/01/18,BER,BKK,1,0,23/04/17,266,9,8625.375162
search,06/05/17,13/05/17,MUC,LIS,1,0,23/04/17,13,7,1984.060241
search,24/05/17,26/05/17,IST,STR,1,0,23/04/17,31,2,1768.314752
search,05/05/17,11/05/17,FRA,ALC,2,0,22/04/17,13,6,1483.784046
search,02/08/17,02/08/17,HAM,FRA,1,0,22/04/17,102,0,411.0813938
search,17/05/17,20/05/17,IEV,MUC,1,0,22/04/17,25,3,1366.307903
search,05/07/17,12/07/17,BER,DXB,2,0,22/04/17,74,7,4625.50814
search,28/12/17,12/01/18,MUC,HNL,2,0,22/04/17,250,15,12200.61451
search,28/12/17,12/01/18,MUC,HNL,2,0,22/04/17,250,15,12200.61451
search,16/05/17,21/05/17,DAR,NBO,1,0,22/04/17,24,5,664.3258526
search,26/04/17,01/05/17,CGN,PMI,1,0,22/04/17,4,5,1306.669402
search,26/04/17,27/04/17,MUC,OPO,1,0,22/04/17,4,1,1790.188186
book,02/05/17,21/05/17,HAM,CMB,1,0,22/04/17,10,19,8046.784036
search,26/06/17,30/06/17,STR,BER,1,0,22/04/17,65,4,519.0756639
search,04/05/17,04/05/17,HAM,CGN,1,0,22/04/17,12,0,364.4887856
search,11/05/17,11/05/17,MNL,FRA,1,0,22/04/17,19,0,10297.10669
search,03/05/17,07/05/17,HAM,PAR,2,0,22/04/17,11,4,751.127687
search,16/06/17,26/06/17,PAR,YMQ,1,0,22/04/17,55,10,5506.307791
search,21/06/17,24/06/17,MUC,LON,2,0,23/04/17,59,3,923.680809
book,06/05/17,16/05/17,HAM,OSL,1,0,22/04/17,14,10,732.517225
search,17/05/17,21/05/17,BER,ATH,2,0,23/04/17,24,4,1814.513556
search,23/10/17,28/10/17,STR,BER,2,0,23/04/17,183,5,519.0756639
search,10/10/17,10/10/17,DUS,MIL,4,0,22/04/17,171,0,671.2900469
search,11/07/17,21/07/17,STR,SHA,1,0,22/04/17,80,10,8878.345873
search,14/05/17,24/05/17,DUS,BKK,2,0,23/04/17,21,10,9096.77311
search,04/05/17,08/05/17,FRA,CPH,3,0,23/04/17,11,4,678.5698428
search,02/07/17,09/07/17,DUS,HAN,2,0,22/04/17,71,7,8803.843541
search,24/04/17,25/04/17,BER,TCI,1,0,22/04/17,2,1,3617.215234
search,31/10/17,01/11/17,TLS,PAR,2,0,23/04/17,191,1,585.3951211
book,29/09/17,10/10/17,MUC,PMI,3,3,23/04/17,159,11,1218.122503
search,26/04/17,26/04/17,SXF,MUC,1,0,22/04/17,4,0,464.5764228
search,11/08/17,11/08/17,ALC,DUS,5,0,22/04/17,111,0,1545.45814
search,03/05/17,05/05/17,CGN,ZRH,1,0,22/04/17,11,2,412.5768863
search,30/04/17,30/04/17,FRA,BER,1,0,23/04/17,7,0,435.5455373
book,16/05/17,19/05/17,HAM,STO,2,0,23/04/17,23,3,804.1223873
search,28/09/17,05/10/17,FRA,BCN,2,0,22/04/17,159,7,1093.536647
book,16/05/17,19/05/17,PAR,MIL,1,0,22/04/17,24,3,639.5856777
book,21/06/17,29/06/17,PAR,HKG,2,0,22/04/17,60,8,9628.917839
search,09/07/17,09/07/17,DUS,BER,2,1,22/04/17,78,0,475.7855288
search,08/08/17,08/08/17,MOW,FRA,2,0,22/04/17,108,0,2037.639547
book,31/05/17,02/06/17,FRA,BER,5,0,22/04/17,39,2,435.5455373
search,23/09/17,23/09/17,AGP,PMI,1,0,22/04/17,154,0,703.4011757
search,26/07/17,28/07/17,FRA,HAM,1,1,23/04/17,94,2,411.0813938
search,29/08/17,23/09/17,AMS,NYC,3,0,23/04/17,128,25,5862.685446
search,06/09/17,06/09/17,STR,AYT,4,0,22/04/17,137,0,2176.500658
search,29/04/17,14/05/17,IEV,CMB,1,0,22/04/17,7,15,6615.503058
search,05/05/17,09/05/17,HAM,BUD,2,0,22/04/17,13,4,933.0487463
search,11/07/17,12/07/17,BER,ZRH,1,0,22/04/17,80,1,669.6288741
search,26/04/17,28/04/17,NCE,GVA,4,0,22/04/17,4,2,291.6167659
search,03/06/17,06/06/17,HAM,IST,3,0,22/04/17,42,3,1991.035916
book,21/08/17,31/08/17,BER,LIS,3,0,22/04/17,121,10,2307.615646
search,12/06/17,17/06/17,MUC,LIS,4,0,23/04/17,50,5,1984.060241
book,08/05/17,02/06/17,BER,TLV,1,0,23/04/17,15,25,2862.14733
search,26/04/17,30/04/17,BER,ALC,1,0,22/04/17,4,4,1905.184592
book,26/05/17,02/06/17,MUC,LPA,2,0,22/04/17,34,7,3254.711091
book,10/05/17,10/05/17,CEB,MNL,2,0,22/04/17,18,0,560.786752
search,05/05/17,05/05/17,DUS,SAW,1,0,22/04/17,13,0,2073.213213
search,22/09/17,11/10/17,FRA,ALA,3,1,22/04/17,153,19,5088.036434
search,18/11/17,18/11/17,BER,BKK,2,0,22/04/17,210,0,8625.375162
search,17/08/17,07/09/17,PAR,CMN,1,0,22/04/17,117,21,1908.323207
search,03/05/17,05/05/17,PAR,MAD,1,0,22/04/17,11,2,1040.032544
book,05/05/17,05/05/17,DUS,SAW,1,0,22/04/17,13,0,2073.213213
search,15/08/17,19/08/17,STR,PMI,2,0,22/04/17,115,4,1139.878839
search,10/05/17,15/05/17,BER,PMI,1,0,22/04/17,18,5,1658.215308
search,11/05/17,11/05/17,MAD,PAR,1,0,22/04/17,19,0,1040.032544
search,26/05/17,26/05/17,STR,TXL,2,1,22/04/17,34,0,517.9050151
book,11/05/17,11/05/17,MUC,DUS,1,0,23/04/17,18,0,485.4706673
search,22/05/17,27/05/17,STR,STN,1,0,22/04/17,30,5,728.0405917
search,24/09/17,01/10/17,MUC,JFK,2,0,22/04/17,155,7,6481.563762
search,13/05/17,15/05/17,MUC,MOW,2,0,22/04/17,21,2,1938.322988
search,03/05/17,05/05/17,DUS,TXL,1,1,22/04/17,11,2,469.0573406
search,06/05/17,16/05/17,HAM,OSL,1,0,22/04/17,14,10,732.517225
search,16/05/17,21/05/17,STR,IST,1,0,23/04/17,23,5,1768.314752
search,23/09/17,23/09/17,AGP,PMI,1,0,22/04/17,154,0,703.4011757
search,18/11/17,18/11/17,BER,BKK,2,0,22/04/17,210,0,8625.375162
search,30/04/17,30/04/17,MIL,VIE,1,0,22/04/17,8,0,625.5793398
book,14/05/17,24/05/17,DUS,BKK,2,0,23/04/17,21,10,9096.77311
book,15/08/17,19/08/17,MUC,PMI,2,0,22/04/17,115,4,1218.122503
search,16/05/17,20/05/17,MUC,WAW,2,0,22/04/17,24,4,777.75837
search,31/05/17,02/06/17,FRA,BER,5,0,22/04/17,39,2,435.5455373
search,24/04/17,27/04/17,DUS,PMI,1,0,22/04/17,2,3,1340.644678
search,11/05/17,11/05/17,MAD,PAR,1,0,23/04/17,18,0,1040.032544
search,05/12/17,08/12/17,MUC,BCN,5,0,22/04/17,227,3,1094.232005
search,31/05/17,03/06/17,HAM,BGY,2,0,22/04/17,39,3,885.3557763
search,21/06/17,29/06/17,PAR,HKG,2,0,22/04/17,60,8,9628.917839
book,16/06/17,26/06/17,PAR,YMQ,2,0,22/04/17,55,10,5506.307791
search,13/05/17,20/05/17,DUS,LPA,1,0,22/04/17,21,7,3189.538407
search,11/05/17,11/05/17,MAD,PAR,1,0,23/04/17,18,0,1040.032544
search,04/05/17,17/05/17,MUC,MNL,1,0,22/04/17,12,13,10164.37268
search,16/05/17,19/05/17,PAR,MIL,1,0,22/04/17,24,3,639.5856777
search,08/07/17,08/07/17,DUS,AYT,2,0,22/04/17,77,0,2471.043938
search,03/05/17,07/05/17,HAM,PAR,2,0,22/04/17,11,4,751.127687
search,26/04/17,28/04/17,HAM,NBO,1,0,22/04/17,4,2,6598.200115
search,31/05/17,16/06/17,BUH,HAM,2,0,22/04/17,39,16,1544.38466
search,19/09/17,19/09/17,CGN,LON,3,1,22/04/17,150,0,499.7555161
search,08/05/17,16/05/17,CGN,BER,1,0,22/04/17,16,8,478.5795164
search,06/05/17,16/05/17,HAM,OSL,1,0,22/04/17,14,10,732.517225
search,06/09/17,06/09/17,STR,AYT,4,0,22/04/17,137,0,2176.500658
book,18/10/17,28/12/17,CGN,ESB,2,0,22/04/17,179,71,2339.502335
search,06/05/17,09/05/17,PAR,DXB,1,0,22/04/17,14,3,5249.665515
search,24/09/17,30/09/17,MUC,JFK,2,0,22/04/17,155,6,6481.563762
search,20/07/17,25/07/17,CGN,MIL,1,0,22/04/17,89,5,630.4102488
search,25/04/17,05/06/17,BER,DUS,5,0,23/04/17,2,41,475.7855288
search,09/08/17,11/08/17,HAM,VIE,2,0,22/04/17,109,2,749.8505842
book,18/06/17,22/06/17,TLV,BER,1,0,22/04/17,57,4,2862.14733
search,24/05/17,24/05/17,STR,TXL,2,1,22/04/17,32,0,517.9050151
search,09/05/17,12/05/17,DUS,VIE,1,0,23/04/17,16,3,768.8327305
search,25/04/17,26/04/17,BER,CGN,1,0,23/04/17,2,1,478.5795164
search,25/04/17,25/04/17,BER,CGN,1,0,23/04/17,2,0,478.5795164
search,25/05/17,08/06/17,FRA,WAW,1,0,23/04/17,32,14,896.9774494
search,16/05/17,20/05/17,MUC,WAW,2,0,22/04/17,24,4,777.75837
search,02/05/17,02/05/17,DUS,MUC,1,0,22/04/17,10,0,485.4706673
book,21/05/17,23/05/17,MUC,HAM,2,0,23/04/17,28,2,600.4217954
search,21/06/17,24/06/17,MUC,LON,2,0,23/04/17,59,3,923.680809
search,14/05/17,24/05/17,DUS,BKK,2,0,23/04/17,21,10,9096.77311
search,09/09/17,19/09/17,DUS,HKT,4,0,22/04/17,140,10,9436.724192
search,09/09/17,17/09/17,MUC,LED,1,0,22/04/17,140,8,1753.300631
search,11/05/17,11/05/17,MUC,DUS,1,0,23/04/17,18,0,485.4706673
search,23/04/17,07/05/17,FRA,BKK,1,0,22/04/17,1,14,8999.532145
search,26/08/17,29/08/17,STR,PMI,2,0,22/04/17,126,3,1139.878839
search,03/05/17,05/05/17,CGN,ZRH,1,0,22/04/17,11,2,412.5768863
search,30/04/17,12/05/17,PAR,BKK,2,0,23/04/17,7,12,9466.553199
search,24/04/17,25/04/17,MUC,GVA,1,0,23/04/17,1,1,487.8840555
search,03/06/17,06/06/17,HAM,IST,3,0,22/04/17,42,3,1991.035916
search,16/05/17,19/05/17,ZRH,HAM,1,0,22/04/17,24,3,703.4520107
search,23/04/17,24/04/17,DUS,IST,1,0,22/04/17,1,1,2042.454111
search,29/04/17,02/05/17,HAM,STO,2,0,23/04/17,6,3,804.1223873
search,07/06/17,23/06/17,BKK,MUC,2,1,23/04/17,45,16,8798.974226
search,06/05/17,13/05/17,MUC,LIS,1,0,23/04/17,13,7,1984.060241
search,10/05/17,12/05/17,LON,TXL,1,0,22/04/17,18,2,926.9610324
search,18/10/17,28/12/17,CGN,ANK,2,0,22/04/17,179,71,2344.644198
search,13/05/17,13/05/17,DUS,ATH,1,0,22/04/17,21,0,2002.004463
search,18/07/17,21/07/17,FRA,BER,4,0,22/04/17,87,3,435.5455373
book,26/04/17,28/04/17,LYS,CPH,1,0,22/04/17,4,2,1220.57663
search,12/05/17,26/05/17,BER,MIA,2,0,23/04/17,19,14,8000.091261
search,13/05/17,23/05/17,FRA,PVG,1,0,22/04/17,21,10,8858.472052
search,22/08/17,25/08/17,BER,BCN,4,0,23/04/17,121,3,1511.772392
book,28/12/17,12/01/18,MUC,HNL,2,0,22/04/17,250,15,12200.61451
search,23/11/17,05/12/17,BER,YMQ,2,0,22/04/17,215,12,5999.485415
search,03/05/17,06/05/17,MUC,BRU,1,0,23/04/17,10,3,597.6570324
search,13/05/17,13/05/17,DUS,TXL,2,1,22/04/17,21,0,469.0573406
search,19/09/17,19/09/17,CGN,LON,3,1,22/04/17,150,0,499.7555161
book,09/07/17,03/08/17,FRA,SEL,1,0,22/04/17,78,25,8561.174875
search,19/07/17,28/07/17,STR,PMI,2,0,22/04/17,88,9,1139.878839
search,26/06/17,11/07/17,BER,BKK,2,0,22/04/17,65,15,8625.375162
search,24/04/17,26/04/17,PAR,PRG,2,0,22/04/17,2,2,881.9973441
search,24/04/17,26/04/17,PAR,PRG,2,0,22/04/17,2,2,881.9973441
search,27/04/17,06/05/17,MUC,NCE,1,0,22/04/17,5,9,623.5527761
search,30/04/17,30/04/17,CGN,BER,1,0,23/04/17,7,0,478.5795164
search,02/05/17,02/05/17,DUS,MUC,1,0,22/04/17,10,0,485.4706673
book,24/04/17,27/04/17,DUS,PMI,1,0,22/04/17,2,3,1340.644678
