num_adults,num_children,days_before_plan,trip_duration,distance,origin_enc,destination_enc,event_type_enc
1,0,23,0,879.2308196451992,214,185,1
1,1,22,0,1817.7570794230262,4,93,1
1,0,149,14,1726.041014479446,88,14,1
1,0,38,14,186.88849916975514,73,93,1
4,0,109,10,1166.1499196406728,73,20,1
1,0,99,8,1991.0359162732968,89,118,1
1,0,47,2,479.99549901512796,148,251,1
1,0,15,0,1200.0382152977347,161,182,1
1,0,53,3,435.5455373345045,81,21,1
4,0,117,8,685.903871745599,153,190,1
1,0,232,11,8745.122247008983,148,219,1
2,0,16,3,720.5277751099085,148,208,1
1,0,64,11,1552.2916071805628,103,93,1
2,0,51,6,4844.07150039047,81,85,1
1,0,95,7,1578.0273989056577,148,118,1
2,0,31,2,598.9303954342424,73,23,1
2,0,111,12,954.6433430552964,108,79,1
1,0,122,2,477.6345068146655,148,21,1
2,1,151,7,1340.6446776243747,73,197,1
1,0,5,0,768.8327305245164,73,257,0
1,1,23,0,1817.7570794230262,4,93,0
1,0,81,0,18133.598350456334,148,6,1
1,0,10,3,870.3994142642557,88,102,1
2,0,119,1,519.0756638822033,200,21,1
1,0,0,3,2470.1906134899473,42,163,0
2,0,80,5,1652.2292566151905,81,182,0
2,0,340,22,13591.109073017122,214,193,1
1,0,4,9,5262.649432508088,166,16,1
1,0,45,3,692.3866598709859,42,173,0
1,0,72,21,2291.833700655045,81,18,1
1,0,123,6,1511.7723918299248,18,20,1
2,0,32,0,1886.4902496325756,39,190,1
1,0,63,30,9472.983834066068,89,218,0
1,0,63,8,725.6551971414706,89,142,1
2,0,43,3,669.6288740937291,235,21,1
1,0,1,3,842.8945041649839,18,160,1
2,0,58,20,8999.53214509557,81,26,1
1,0,37,2,502.1009653290821,153,20,1
1,0,99,4,872.6373378697141,214,190,0
2,0,141,7,915.6507210634659,73,82,1
2,2,212,10,1658.7858501780258,89,197,1
1,2,41,5,1040.03254359256,166,148,0
1,0,67,7,1218.1225032774942,148,197,0
1,0,7,5,732.5172249951619,89,187,0
2,0,31,9,2471.0439380745206,73,18,0
1,0,162,10,8407.474186965195,166,220,0
2,0,57,21,8999.53214509557,81,26,1
1,0,48,0,8543.951478712102,81,116,1
1,0,4,0,7407.866218660928,81,15,1
1,0,1,3,6027.611890464817,156,84,1
2,0,18,4,481.9883183830375,73,142,1
1,2,41,5,1040.03254359256,166,148,1
2,0,108,5,481.9883183830375,73,142,1
1,0,24,4,453.4699256107557,73,275,1
1,0,10,2,412.5768863064506,45,275,0
2,0,49,0,9548.544621142933,5,26,1
1,0,2,7,694.0904176689459,23,109,1
1,0,4,1,1437.9784147329353,161,141,1
1,0,168,0,703.4520107495878,89,275,1
2,0,97,21,1768.3147518636633,104,235,1
1,0,47,0,8860.312515443182,73,107,1
1,0,56,4,695.9373439794591,148,190,1
2,0,17,5,1874.0031895165148,81,141,1
1,0,69,0,1166.1499196406728,17,84,1
3,0,68,0,1137.3194377817508,190,103,1
1,0,12,0,8362.97475611651,91,21,1
1,0,3,63,7061.675997425295,200,113,1
2,0,125,34,8999.53214509557,81,26,1
1,0,107,18,9134.959128359305,81,217,0
5,0,48,4,1196.2990055915284,18,91,1
1,0,12,0,3359.3677591787123,231,269,1
2,0,217,7,6027.611890464817,73,178,1
1,0,4,0,878.2979897530255,166,21,1
2,2,65,5,1052.7686871741978,18,149,1
1,0,217,0,9387.444235788284,55,93,0
1,0,189,3,591.3531012766844,235,257,1
2,0,32,0,1869.8246648049528,81,118,1
1,1,45,4,748.6578647824563,129,142,1
2,0,8,2,478.5795163902355,45,21,1
1,0,19,8,435.5455373345045,81,21,1
4,1,92,4,1900.965281706636,81,212,1
2,0,146,0,7501.967914950096,81,11,1
4,0,21,3,600.4217953856755,148,102,1
3,0,108,0,519.0756638822033,200,21,1
1,0,120,0,5853.199797677632,107,10,1
3,0,57,3,1218.1225032774942,148,197,1
1,0,3,63,7061.675997425295,200,113,1
1,0,4,0,1938.3229879502992,148,163,1
2,0,40,6,941.4392699036672,45,82,1
1,0,9,2,703.4520107495878,89,275,1
4,0,107,21,6525.974830219062,81,259,1
2,0,18,4,955.94201331325,45,36,1
1,0,26,14,8999.53214509557,81,26,0
1,0,112,0,511.9911933176201,173,260,1
1,0,26,14,8999.53214509557,81,26,1
2,2,65,5,1052.7686871741978,18,149,1
1,0,3,4,1766.7979304095168,235,118,1
3,1,5,18,9055.572100756604,235,26,1
1,0,1,0,485.47066732558585,148,84,0
1,2,15,4,519.0756638822033,18,235,1
1,0,1,0,485.47066732558585,148,84,1
1,0,6,2,431.88281204267616,81,251,1
1,0,5,3,1033.3600433953745,166,257,1
1,0,22,1,662.3415475765808,148,10,1
1,0,58,23,3912.5432244573426,73,244,1
1,0,8,6,6317.804506346417,81,172,0
1,0,36,4,1094.2320053940605,148,20,1
1,0,13,3,1287.4500894043013,18,38,1
2,0,71,2,531.2933231958251,200,257,1
2,0,56,5,1166.1499196406728,73,20,1
1,0,21,6,1496.1628290648227,148,148,0
2,0,50,5,915.6507210634659,73,82,0
1,0,0,0,451.24394970502516,148,50,1
1,0,48,14,8798.974225913844,148,26,1
1,0,13,3,1439.962892239036,89,117,1
1,0,58,8,874.0123386005965,166,86,1
2,0,19,2,634.5939105120597,81,142,1
1,0,18,0,9636.530521425475,18,226,1
1,0,1,3,6027.611890464817,156,84,1
2,0,273,22,8798.974225913844,148,26,1
3,0,89,3,577.3554834628349,18,10,1
2,0,70,17,1814.5135561294073,18,14,1
3,2,43,5,1447.1037712513842,166,141,1
1,0,27,0,1166.1499196406728,17,84,1
1,0,11,0,364.4887855611681,89,50,1
2,0,26,5,1447.1037712513842,166,141,1
2,1,74,6,1658.7858501780258,89,197,1
2,3,140,11,762.5386734136413,73,255,0
1,0,10,17,2042.4541112865993,73,118,1
4,1,92,4,1800.0297206659268,200,212,1
2,0,43,12,7720.139773941554,166,104,1
1,0,45,2,1024.6897374539076,18,23,1
1,0,4,0,878.2979897530255,166,21,0
2,0,26,4,1816.1369013028796,81,14,0
1,0,18,0,9354.001339048455,81,226,1
1,0,12,8,1904.961426304394,18,1,1
1,0,72,8,2192.264369837725,89,5,1
4,0,89,3,577.3554834628349,18,10,1
1,0,14,8,2176.500657775716,200,18,1
2,2,141,3,923.6808090047898,148,142,1
2,0,96,4,2085.574738824673,73,163,1
2,0,17,1,517.9050151072023,200,251,1
1,0,17,0,662.3415475765808,9,168,1
2,0,217,7,6027.611890464817,73,178,1
2,1,112,0,2149.0214951573175,1,84,1
6,0,21,3,600.4217953856755,148,102,1
3,0,126,33,2196.956894015903,18,18,0
4,0,58,0,994.5783485209441,17,141,1
4,1,208,7,1340.6446776243747,73,197,1
1,0,9,2,2112.75823321251,166,14,1
1,0,53,0,2198.058219832241,124,102,1
1,0,129,26,8543.951478712102,81,116,1
1,0,25,11,4844.07150039047,81,85,1
4,0,0,0,1166.1499196406728,73,20,1
1,0,45,2,1024.6897374539076,18,23,1
2,0,135,16,2192.264369837725,89,5,0
2,0,35,3,730.3287346700436,148,91,0
1,0,73,4,810.7215835619496,18,234,1
2,0,33,0,3179.834949620439,207,84,1
2,0,135,16,2192.264369837725,89,5,1
3,0,39,1,725.6551971414706,89,142,1
1,0,22,5,1515.4536025052746,45,8,1
2,0,19,7,1315.1124218469026,200,234,1
5,0,9,2,1208.0542127999213,166,182,1
1,1,67,20,777.7583700261619,148,260,1
2,0,114,2,1106.7356286832642,166,208,0
1,0,10,2,431.88281204267616,214,93,0
1,0,1,3,842.8945041649839,18,160,1
1,0,224,4,1658.7858501780258,89,197,1
1,0,15,14,9817.901905339188,81,211,1
1,0,114,24,6191.396036053379,166,114,1
2,0,31,2,742.1173495679984,200,36,1
2,0,32,4,1094.2320053940605,148,20,0
1,0,18,2,1007.375444381183,209,23,0
1,0,42,3,725.6551971414706,89,142,1
1,0,12,0,876.7388770161873,88,21,1
1,0,74,3,517.9050151072023,200,251,1
2,0,23,2,475.785528758249,73,21,1
2,0,88,12,1134.0591437036287,45,20,1
1,0,55,7,7588.763398902755,18,15,1
6,0,70,3,955.9265611831379,81,208,1
2,0,19,2,475.785528758249,73,21,1
1,0,63,8,725.6551971414706,89,142,1
2,0,2,5,749.850584150052,89,257,1
1,0,4,0,896.9774493608257,223,93,0
2,0,7,0,552.0490359204092,89,235,1
1,0,8,2,477.6345068146655,148,21,1
1,0,0,0,502.0686242500041,73,139,0
1,0,136,0,1682.8434402293149,200,14,0
2,0,147,11,1340.6446776243747,73,197,0
1,0,42,0,603.2922501059201,81,257,1
2,0,17,5,499.7555160959635,45,142,1
2,1,2,8,6165.639518826299,166,259,1
2,0,234,4,923.6808090047898,148,142,1
4,1,107,9,1134.0591437036287,45,20,1
2,0,5,1,475.785528758249,73,21,1
1,0,1,89,9817.901905339188,81,211,0
1,0,3,7,2042.4541112865993,73,118,0
6,0,109,14,1545.4581404970988,73,8,1
2,0,61,17,9096.773110382825,73,26,1
6,0,51,2,1166.1499196406728,73,20,1
1,0,116,0,711.733085684785,81,173,1
2,0,13,12,1281.650252918135,109,62,1
2,0,32,4,1072.7358763696948,89,82,1
2,2,45,20,1016.2458278866029,129,9,1
1,0,2,10,756.7273654484532,144,9,0
2,0,173,23,8999.53214509557,81,26,1
2,0,50,0,10754.122879637722,142,190,1
3,0,126,34,2196.956894015903,18,18,1
2,0,101,14,2107.441360510455,200,12,1
1,0,14,14,8999.53214509557,23,93,1
1,0,5,4,2470.1906134899473,42,163,1
1,0,19,3,751.127686965764,166,102,1
1,0,194,12,2654.853925706632,148,246,1
1,0,20,0,1093.5366474678003,81,20,1
1,0,14,8,2176.500657775716,200,18,1
1,0,112,26,6116.607652050942,42,39,1
1,0,64,2,1537.8423878116464,81,105,0
1,0,2,8,1352.8161655242184,166,9,1
2,0,1,0,817.4703249043857,32,93,1
1,0,49,4,671.2900468743612,73,160,1
2,0,114,2,1106.7356286832642,166,208,1
1,0,0,0,2590.887746060028,68,193,1
1,0,16,2,377.15009130071513,148,160,1
4,0,161,7,848.0943992358333,235,20,0
1,0,18,11,878.2979897530255,18,190,0
1,0,10,2,685.903871745599,166,173,0
1,0,2,1,777.7583700261619,148,260,1
1,0,10,0,410.070707533479,166,100,1
1,0,1,1,1736.011179664354,18,118,1
1,0,38,14,10164.372681570207,148,162,0
4,0,117,8,685.903871745599,153,190,0
1,0,61,5,2080.835229997193,18,182,1
1,0,67,21,2291.833700655045,81,18,1
1,0,3,3,5249.66551541897,166,85,1
1,0,99,7,1991.0359162732968,89,118,1
1,0,17,6,864.5197221477224,18,187,1
1,0,61,17,1215.3128893690316,129,182,1
1,0,30,4,713.0203452726876,204,155,1
2,0,4,0,519.0756638822033,200,21,1
1,0,6,3,435.5455373345045,81,21,0
1,0,2,21,8798.974225913844,148,26,0
1,0,8,0,453.4699256107557,73,275,0
1,0,6,3,1379.889794655326,88,5,0
2,1,125,11,1817.7570794230262,81,5,1
2,0,115,19,1340.6446776243747,73,197,1
2,0,71,4,1463.773640132817,166,5,1
1,0,18,4,2112.75823321251,166,14,1
2,0,66,3,1183.9305465627483,18,208,0
2,0,81,7,874.0123386005965,166,86,1
1,0,12,0,475.34691125842306,153,245,1
2,2,44,6,5837.819961979759,166,178,1
2,1,225,7,3170.4879493281273,45,144,1
5,0,14,0,297.36043029534034,192,130,1
1,0,16,2,662.3415475765808,148,10,1
1,0,66,6,1658.2153082400275,18,197,1
4,0,79,4,478.5795163902355,45,21,1
3,0,13,11,7723.878217433155,148,25,1
1,0,93,3,2141.3606841952555,42,136,1
1,0,12,1,519.0756638822033,18,235,1
1,0,40,0,1287.4500894043013,34,21,1
1,0,71,0,1093.5366474678003,17,93,1
1,0,32,10,5325.776658646343,45,152,0
1,0,38,14,186.88849916975514,73,93,0
1,0,61,17,1215.3128893690316,129,182,0
1,0,2,10,639.5856776746692,166,160,1
3,0,25,0,2073.2132125971075,73,212,1
4,0,188,7,600.4217953856755,148,102,1
2,2,20,4,519.6186274878758,45,139,1
1,0,60,4,1134.0591437036287,45,20,1
2,0,141,27,786.3916459605509,209,9,0
1,0,33,2,692.3866598709859,42,173,1
2,0,46,5,5528.093900664747,166,32,1
1,0,18,10,3179.834949620439,73,243,1
2,0,63,7,6385.766410038631,18,178,1
3,0,1,3,1309.9535311187515,88,182,1
1,0,1,3,1745.046212669969,214,118,1
2,0,81,3,634.5939105120597,81,142,1
2,0,179,16,1486.0749548427432,42,5,1
4,0,56,7,3291.004607652178,166,246,1
1,0,99,4,872.6373378697141,214,190,1
2,1,44,31,659.767073975453,166,164,1
1,0,16,3,1682.8434402293149,200,14,1
1,0,24,2,480.84459289918664,45,238,0
2,0,0,0,477.6345068146655,148,21,0
2,1,64,3,519.0756638822033,18,235,1
1,0,254,11,8798.974225913844,148,26,0
1,0,72,21,2291.833700655045,81,18,1
1,2,23,4,435.5455373345045,81,21,0
2,0,208,3,1218.1225032774942,148,197,0
1,0,18,5,1483.7840457463226,81,8,1
1,0,80,0,18133.598350456334,148,6,1
2,0,3,7,1955.9955010434244,81,119,1
1,0,97,0,435.5455373345045,18,93,1
1,0,13,9,2196.956894015903,18,18,1
2,1,16,2,431.88281204267616,81,251,1
2,0,16,4,749.1461443246882,148,164,0
2,0,19,3,519.6186274878758,45,139,1
2,0,40,5,931.3809634185704,45,97,1
1,0,99,4,872.6373378697141,214,190,1
2,0,181,5,2246.5115952089986,214,5,1
1,0,62,4,948.4590061841697,203,145,0
2,0,3,4,749.850584150052,89,257,0
1,0,192,9,16570.052829133932,73,239,1
4,0,200,1,485.47066732558585,73,168,1
2,0,10,7,1139.9131569292506,81,187,1
1,0,39,15,9258.654441758445,166,219,1
2,0,14,3,745.015609975934,89,139,1
2,0,211,15,10089.040451062965,144,252,0
1,0,30,8,5833.825696317516,42,121,0
1,0,24,0,2045.5485810382886,185,50,1
4,0,148,14,1726.041014479446,88,14,1
1,0,13,5,475.785528758249,18,84,1
1,0,11,0,745.015609975934,89,139,1
1,0,13,0,485.47066732558585,148,84,0
1,0,127,7,955.94201331325,45,36,1
1,0,72,8,2192.264369837725,89,5,1
1,0,22,0,760.5975740024734,89,185,1
2,0,27,2,344.9646886683461,166,142,1
2,2,20,4,519.6186274878758,45,139,1
1,1,20,14,2286.326451011945,89,87,0
1,0,12,8,6126.691724495113,89,178,0
1,0,31,7,1416.4095331257722,45,148,1
2,0,129,81,5739.855409159847,89,267,1
1,0,135,6,1163.0666509959556,73,13,1
2,0,14,3,554.6738042558483,73,200,0
2,0,20,6,737.1027319831703,200,142,1
3,0,127,5,1002.2163164138415,144,142,1
1,0,9,1,1447.1037712513842,166,141,1
2,1,14,3,480.3222875552498,16,118,1
1,0,24,0,2164.2753605626917,166,136,1
2,0,8,3,1244.0994663867443,166,36,1
2,0,69,10,6027.611890464817,73,178,1
1,0,20,0,2045.5485810382886,185,50,0
2,0,192,3,2307.615645843522,18,141,1
1,0,21,0,552.0490359204092,89,235,1
1,0,6,0,453.5303422899179,64,25,0
1,0,88,14,2037.6395474930237,81,163,1
1,0,13,5,475.785528758249,18,84,1
2,1,47,0,1340.6446776243747,171,84,1
1,0,79,2,482.20746877115215,89,34,1
1,0,7,33,5506.307790711964,166,267,1
3,0,24,5,1984.0602411858815,148,141,1
3,0,24,5,1984.0602411858815,148,141,1
1,0,8,0,1901.0848143145015,214,119,0
4,0,0,0,1166.1499196406728,73,20,0
1,0,102,0,1800.0297206659268,200,212,1
2,0,23,0,713.0203452726876,136,239,1
1,0,20,8,435.5455373345045,81,21,1
1,0,11,0,669.6288740937291,18,275,1
1,0,20,5,585.3951211464987,166,245,1
1,0,21,2,669.6288740937291,18,275,1
1,0,21,2,669.6288740937291,18,275,1
1,0,122,8,9424.698538832832,189,168,1
1,0,13,19,1784.2469673630374,89,163,0
2,0,155,2,342.7242280394801,214,61,0
1,0,2,2,730.3287346700436,148,91,0
1,0,1,0,502.0686242500041,73,139,1
2,0,10,5,3528.5240025076773,89,144,1
1,0,0,12,520.7194623072484,17,9,1
2,1,64,3,519.0756638822033,18,235,1
2,2,172,0,2116.828174692193,1,50,1
4,0,141,4,478.5795163902355,45,21,1
2,0,238,11,6198.492311203616,81,178,1
3,3,131,40,2042.4541112865993,73,118,1
3,0,128,25,5862.6854455941975,9,178,1
2,0,0,0,477.6345068146655,148,21,1
4,0,171,2,695.9373439794591,148,190,0
1,0,3,0,488.6787025464547,166,275,1
1,0,3,6,5837.819961979759,166,178,1
3,0,73,8,1719.0574358238293,235,141,1
2,0,45,3,6012.115054944419,144,267,1
1,0,1,3,842.8945041649839,18,160,1
1,0,2,14,2042.4541112865993,73,118,1
1,0,107,9,1991.0359162732968,89,118,1
2,0,208,9,6027.611890464817,73,178,1
1,0,15,14,9817.901905339188,81,211,1
2,0,79,3,839.7878078629986,166,20,1
1,0,29,3,469.05734057519487,73,251,1
2,0,66,6,2002.0044627959094,73,14,0
4,0,199,1,485.47066732558585,73,168,1
1,0,7,36,732.5172249951619,89,187,1
1,0,108,6,723.4761982219546,45,255,1
1,2,131,42,1967.0109570663549,81,1,1
2,0,37,3,1106.7356286832642,166,208,1
3,0,195,14,1668.9504442486643,192,79,1
1,0,6,3,435.5455373345045,81,21,1
1,0,30,0,1340.6446776243747,171,84,1
1,0,37,8,431.88281204267616,81,251,1
1,0,46,7,3254.7110906291887,148,144,1
1,0,28,3,585.3951211464987,209,190,1
3,1,18,5,947.040100506843,214,139,1
1,0,17,11,878.2979897530255,18,190,1
1,0,29,7,7720.660308022037,148,192,1
1,0,75,22,8999.53214509557,81,26,0
3,0,22,3,475.785528758249,73,21,0
1,0,262,22,7995.615021606351,200,57,1
1,0,6,0,453.5303422899179,64,25,1
2,0,23,2,475.785528758249,73,21,1
1,0,7,0,669.6288740937291,18,275,1
1,0,1,0,1174.1184908651546,131,160,1
2,0,25,4,1511.7723918299248,18,20,1
2,0,80,3,519.0756638822033,200,21,1
1,0,122,3,519.0756638822033,200,21,1
1,0,2,4,1545.4581404970988,73,8,1
2,0,180,7,2243.639569027784,203,5,0
2,0,104,8,1091.0725625697346,45,208,1
1,0,50,1,603.2922501059201,81,257,1
2,0,17,1,517.9050151072023,200,251,0
2,0,137,12,2654.853925706632,148,246,1
1,0,12,0,3359.3677591787123,231,269,1
2,0,164,3,478.5795163902355,18,50,1
2,0,96,4,1784.2469673630374,89,163,1
2,0,4,7,1955.9955010434244,81,119,1
2,0,41,6,9167.895513598858,166,207,1
2,0,175,7,600.4217953856755,89,168,1
9,0,91,7,448.4273149010676,153,255,1
2,0,17,1,517.9050151072023,200,251,1
1,0,2,2,1886.4902496325756,166,43,1
1,0,3,7,1447.1037712513842,166,141,1
2,0,51,2,519.0756638822033,200,21,0
2,0,124,35,8999.53214509557,81,26,1
1,0,72,0,825.3648636501978,89,13,1
1,0,11,28,477.6345068146655,148,21,1
1,0,16,14,9817.901905339188,81,211,1
2,0,31,2,742.1173495679984,200,36,1
2,0,31,2,742.1173495679984,200,36,1
1,0,57,10,7087.160305649924,18,53,1
1,0,3,4,485.47066732558585,148,84,0
6,0,51,2,1166.1499196406728,73,20,0
2,0,9,0,864.6885591252103,209,182,0
2,0,76,4,749.850584150052,89,257,1
1,0,12,15,2042.4541112865993,73,118,1
2,1,74,7,1658.7858501780258,89,197,0
1,0,4,5,6598.200115454837,89,172,1
1,0,4,0,1198.0182079263702,81,234,1
2,0,114,2,1106.7356286832642,166,208,1
4,0,70,5,662.3415475765808,148,10,1
2,0,107,8,1658.7858501780258,89,197,1
1,0,35,0,1318.7287289660217,180,102,1
1,0,221,7,1340.6446776243747,73,197,1
2,1,74,7,1658.7858501780258,89,197,1
1,0,28,0,1166.1499196406728,17,84,0
1,0,43,15,2085.574738824673,143,84,1
2,0,0,0,477.6345068146655,148,21,1
1,0,96,0,1496.1628290648227,131,168,1
2,0,180,5,1317.291606063393,148,187,1
2,0,19,7,1315.1124218469026,200,234,1
1,0,24,2,480.84459289918664,45,238,1
2,0,94,2,1166.1499196406728,73,20,1
1,0,4,0,955.02648979388,18,139,1
2,0,106,0,1381.7020601580798,148,82,1
2,0,166,3,536.180956530231,45,200,1
1,0,3,2,878.2979897530255,166,21,1
1,0,4,0,896.9774493608257,223,93,1
1,0,63,8,725.6551971414706,89,142,1
2,0,141,7,915.6507210634659,73,82,1
2,2,232,3,923.6808090047898,148,142,1
4,0,19,6,2941.8669478572538,61,26,1
1,0,26,14,8999.53214509557,81,26,1
2,0,208,3,1218.1225032774942,148,197,1
1,0,42,3,725.6551971414706,89,142,1
2,2,147,15,1984.0602411858815,148,141,0
2,0,19,8,1993.307011472661,148,18,0
1,0,8,0,523.1100553215556,219,21,1
1,0,31,0,7422.5273919932215,163,151,1
2,0,2,1,1511.7723918299248,18,20,1
2,0,10,14,9578.159705494489,235,252,1
1,0,3,1,896.9774493608257,81,260,1
2,0,291,12,11653.104576147995,9,111,1
2,0,1,0,2641.6915198094644,16,190,1
1,0,91,6,499.7555160959635,45,142,1
2,0,46,19,9261.157676253537,88,26,1
3,1,5,18,9055.572100756604,235,26,1
2,0,20,2,478.5795163902355,45,21,1
3,0,157,0,2073.2132125971075,73,212,1
1,0,25,15,720.5277751099085,148,208,1
2,0,147,0,1121.8698481294002,153,102,1
2,0,49,20,9190.926219282228,73,210,1
2,0,12,7,2440.354095008838,45,18,1
1,0,269,17,8288.189407194108,30,66,1
1,0,10,3,870.3994142642557,88,102,1
4,0,188,7,477.6345068146655,148,21,1
1,0,46,0,430.4238536539036,166,10,1
2,0,1,0,2196.956894015903,16,21,1
2,0,12,14,1439.1697222603204,73,148,1
2,0,8,3,453.36391253737804,188,54,1
3,1,13,8,1317.291606063393,148,187,1
1,0,38,14,10164.372681570207,148,162,1
1,1,12,0,9654.84990917013,81,218,1
1,0,1,11,639.5856776746692,166,160,1
1,0,1,0,1613.6569668062257,143,21,1
4,0,109,10,1166.1499196406728,73,20,1
1,0,54,17,1215.3128893690316,129,182,1
2,0,104,16,9341.455199369679,148,252,1
1,0,14,0,2198.058219832241,89,141,1
1,0,42,19,11930.804753365857,81,79,1
1,0,22,1,662.3415475765808,148,10,0
1,0,0,0,1447.1037712513842,166,141,0
2,0,47,7,2019.541001064782,89,212,1
3,0,117,4,2294.5751479797714,219,141,1
2,1,99,7,1658.7858501780258,89,197,1
1,0,6,10,2471.0439380745206,73,18,1
2,0,14,4,1869.8246648049528,81,118,1
2,0,19,2,475.785528758249,73,21,1
1,0,2,1,896.9774493608257,81,260,1
1,0,93,0,2534.3721421805553,153,163,1
3,0,148,12,1753.3006307169323,148,136,0
2,0,252,5,1768.3147518636633,200,118,0
1,0,7,1,1358.3136151903707,200,148,1
1,0,21,4,2365.1990431870913,73,87,1
1,0,204,5,893.4620082864637,73,164,1
1,0,115,35,1552.2916071805628,81,117,1
1,0,24,35,3105.5408090039964,73,41,1
1,0,1,2,703.4520107495878,89,275,1
2,0,49,20,8948.709868941782,73,217,1
2,0,98,6,1845.1503254985605,45,141,1
1,0,20,0,1657.3969334500327,214,197,1
1,0,25,4,915.6507210634659,73,82,1
1,0,10,3,870.3994142642557,88,102,1
2,0,8,3,453.36391253737804,49,216,1
1,0,19,9,552.0490359204092,89,235,1
2,0,104,16,9341.455199369679,148,252,1
3,0,291,10,1658.2153082400275,18,197,1
1,0,1,32,560.7867519822508,43,162,1
1,0,46,0,430.4238536539036,166,10,1
4,0,130,1,478.5795163902355,45,21,1
1,0,12,0,639.5856776746692,140,190,0
1,0,110,7,786.4314650244364,166,82,1
1,0,11,2,2176.500657775716,200,18,1
4,1,146,11,2112.75823321251,166,14,1
1,0,153,35,786.3916459605509,209,9,1
2,0,98,14,10057.877003264211,148,223,0
1,1,135,42,2491.9013301296154,166,163,0
1,0,2,21,8798.974225913844,148,26,1
2,2,144,10,9436.724192316255,73,109,1
1,0,3,5,1253.1127364963675,81,197,1
4,0,51,2,523.1100553215556,18,257,0
2,0,33,8,9037.408933700177,148,108,1
1,0,190,21,8999.53214509557,81,26,1
3,0,70,8,2085.574738824673,73,163,1
2,0,10,2,453.36391253737804,188,54,1
1,0,99,4,878.2979897530255,18,190,1
1,0,7,15,8798.974225913844,148,26,1
1,0,5,214,7848.937726910302,166,27,1
2,0,181,5,2246.5115952089986,214,5,1
2,1,165,14,1218.1225032774942,148,197,0
1,0,2,8,1352.8161655242184,166,9,1
4,0,199,1,485.47066732558585,73,168,1
1,0,2,1,1908.3232069987455,166,58,1
1,0,152,35,786.3916459605509,209,9,1
2,0,35,0,1545.4581404970988,7,84,0
1,0,37,8,431.88281204267616,81,251,0
2,0,30,0,1420.80586291146,131,93,1
1,1,135,42,2491.9013301296154,166,163,1
1,0,189,0,18548.461506982625,166,6,1
1,0,12,0,1253.1127364963675,81,197,1
1,0,175,43,8561.174874547498,81,216,1
3,1,18,5,947.040100506843,214,139,1
4,0,170,3,363.91278235889746,81,10,0
2,0,80,5,8962.332820244908,81,134,1
1,0,19,8,1993.307011472661,148,18,1
1,0,25,22,10321.574405833464,200,162,1
3,0,104,5,720.5277751099085,148,208,1
1,0,291,5,1340.6446776243747,73,197,1
3,0,171,9,1381.7020601580798,148,82,0
3,0,91,7,1340.6446776243747,73,197,1
2,0,359,0,1784.2469673630374,89,163,1
1,0,1,12,5238.467645856197,42,85,1
1,0,3,5,1253.1127364963675,81,197,1
1,0,0,3,2470.1906134899473,42,163,1
1,0,3,5,1253.1127364963675,81,197,1
4,0,53,0,1094.2320053940605,148,20,1
2,2,113,0,2137.84450252,105,84,1
2,1,25,0,1658.2153082400275,171,21,1
2,0,16,4,749.1461443246882,148,164,1
1,0,40,2,2388.1475760251187,18,205,1
1,0,10,3,881.0301216914933,203,187,1
1,0,5,0,554.6738042558483,73,200,1
1,0,16,4,9710.81802383886,42,177,1
1,0,12,0,934.9365925922027,18,142,0
2,0,56,5,662.3415475765808,148,10,0
1,0,38,0,8566.861798717206,148,103,1
1,0,13,0,519.0756638822033,18,235,1
2,0,137,12,2654.853925706632,148,246,0
1,0,51,2,523.1100553215556,18,257,1
1,0,21,0,1093.5366474678003,81,20,1
2,0,17,1,517.9050151072023,200,251,1
1,0,159,17,5506.307790711964,166,267,1
1,0,12,8,1892.4878001249806,18,119,1
2,0,16,4,749.1461443246882,148,164,1
1,0,3,0,464.5764228122389,203,168,1
3,0,89,0,1855.3732634792686,4,168,1
2,0,30,0,1340.6446776243747,171,84,0
2,0,26,5,1447.1037712513842,166,141,0
1,0,3,5,1253.1127364963675,81,197,1
1,0,109,3,749.850584150052,89,257,1
1,0,11,0,475.785528758249,18,84,1
2,0,37,3,1106.7356286832642,166,208,1
2,0,24,14,843.688798603494,73,173,0
2,0,119,1,519.0756638822033,200,21,0
1,0,18,0,838.4066391071135,18,169,1
2,0,73,4,810.7215835619496,18,234,1
1,0,58,0,533.3334728205219,125,86,1
1,0,26,6,9215.727178090696,9,186,1
1,0,0,3,2470.1906134899473,42,163,1
1,1,19,14,8000.091260630798,18,159,1
1,0,175,39,8561.174874547498,81,216,1
3,0,171,9,1381.7020601580798,148,82,1
4,0,130,1,478.5795163902355,45,21,1
1,0,18,3,1779.4762665575993,89,148,1
1,0,135,7,1163.0666509959556,73,13,1
2,0,85,19,2112.75823321251,166,14,0
1,0,269,17,8288.189407194108,30,66,1
1,0,20,0,1649.555475894985,203,197,1
1,0,135,7,1163.0666509959556,73,13,1
1,0,99,6,1991.0359162732968,89,118,1
4,0,53,7,2080.026508606777,129,105,1
1,0,29,13,720.5277751099085,148,208,1
2,0,136,11,1768.3147518636633,200,118,0
1,0,54,8,1340.6446776243747,73,197,1
1,0,30,9,2042.4541112865993,73,118,1
2,0,57,5,662.3415475765808,148,10,1
2,0,37,3,1106.7356286832642,166,208,1
2,0,17,4,617.1644812097453,81,233,1
1,0,31,15,8798.974225913844,148,26,1
